,ID,Description,human_SYMBOL,human_log2FoldChange,human_padj,human_sig,mouse_SYMBOL,mouse_log2FoldChange,mouse_padj,mouse_sig,sig
1254,hsa00562,Inositol phosphate metabolism,MINPP1,-1.94068588,0.000342904,down,Minpp1,0.405272356,0.135042948,none,none
1255,hsa00562,Inositol phosphate metabolism,ITPKB,-1.812141418,NA,NA,Itpkb,0.95678795,0.484431408,none,none
1256,hsa00562,Inositol phosphate metabolism,ITPKA,-1.700285363,0.021233813,down,Itpka,6.188505989,0.000109598,up,diff
1257,hsa00562,Inositol phosphate metabolism,ITPKC,4.347486433,0.10410332,none,Itpkc,-1.510091233,4.16E-05,down,none
1258,hsa00562,Inositol phosphate metabolism,ITPK1,0.122748852,0.864451185,none,Itpk1,-1.882520646,1.61E-05,down,none
1259,hsa00562,Inositol phosphate metabolism,IPMK,1.473206642,0.003136034,none,Ipmk,-3.585586244,1.21E-60,down,none
1260,hsa00562,Inositol phosphate metabolism,IPPK,-1.223791329,0.077374699,none,Ippk,-2.017403068,1.14E-18,down,none
1261,hsa00562,Inositol phosphate metabolism,MIOX,-2.038554185,NA,NA,Miox,-6.970276697,0.000152804,down,NA
1262,hsa00562,Inositol phosphate metabolism,ALDH6A1,2.275734775,0.001404481,up,Aldh6a1,-0.546440587,0.241891765,none,none
1263,hsa00562,Inositol phosphate metabolism,TPI1,4.618939635,2.12E-33,up,Tpi1,1.329485421,0.00197175,none,none
1264,hsa00051,Fructose and mannose metabolism,MPI,2.300665968,1.08E-06,up,Mpi,1.818131136,0.002857507,up,same
1265,hsa00051,Fructose and mannose metabolism,PMM2,0.817246982,0.095517734,none,Pmm2,1.734497923,0.001498396,up,none
1266,hsa00051,Fructose and mannose metabolism,PMM1,-1.661868453,0.00070152,down,Pmm1,2.061854223,3.53E-10,up,diff
1267,hsa00051,Fructose and mannose metabolism,GMPPB,2.074506179,1.57E-05,up,Gmppb,3.882452653,0.000110256,up,same
1268,hsa00051,Fructose and mannose metabolism,GMPPA,3.033351643,2.24E-09,up,Gmppa,4.058560107,1.79E-13,up,same
1269,hsa00051,Fructose and mannose metabolism,GMDS,0.260700137,0.698492723,none,Gmds,-1.10036618,0.036702905,none,none
1270,hsa00051,Fructose and mannose metabolism,FPGT,2.423938534,0.019426055,up,Fpgt,-5.451024484,7.58E-117,down,diff
1271,hsa00051,Fructose and mannose metabolism,HK3,1.190043308,NA,none,Hk3,4.217356167,0.27342667,none,none
1272,hsa00051,Fructose and mannose metabolism,HK1,0.634342954,0.27847629,none,Hk1,0.264187904,0.532336933,none,none
1273,hsa00051,Fructose and mannose metabolism,HK2,-2.274393579,5.72E-08,down,Hk2,2.767863208,2.64E-12,up,diff
1274,hsa00051,Fructose and mannose metabolism,HKDC1,-3.031267537,NA,NA,Hkdc1,3.522106683,0.008199107,up,NA
1275,hsa00051,Fructose and mannose metabolism,PFKM,0.394992603,0.665217804,none,Pfkm,0.012094612,0.991532056,none,none
1276,hsa00051,Fructose and mannose metabolism,PFKP,0.953242605,0.032933177,none,Pfkp,-1.622529397,0.031860153,down,none
1277,hsa00051,Fructose and mannose metabolism,PFKL,3.199926408,4.34E-08,up,Pfkl,-1.456037812,0.023733275,none,none
1278,hsa00051,Fructose and mannose metabolism,FBP1,8.065719916,5.63E-06,up,Fbp1,0.445557309,0.543234675,none,none
1279,hsa00051,Fructose and mannose metabolism,FBP2,-7.114400202,0.0020721,down,Fbp2,9.641742596,1.70E-98,up,diff
1280,hsa00051,Fructose and mannose metabolism,PFKFB1,-0.865880913,NA,none,Pfkfb1,0.312790131,0.659946176,none,none
1281,hsa00051,Fructose and mannose metabolism,PFKFB2,-0.241516826,0.758069922,none,Pfkfb2,1.072693291,0.028278275,none,none
1282,hsa00051,Fructose and mannose metabolism,PFKFB3,-5.914441941,3.17E-30,down,Pfkfb3,-2.648141505,1.50E-05,down,same
1283,hsa00051,Fructose and mannose metabolism,PFKFB4,4.751034036,0.102525565,none,Pfkfb4,3.201219244,2.56E-07,up,none
1284,hsa00051,Fructose and mannose metabolism,KHK,1.335969249,0.113400531,none,Khk,-2.606547553,0.062786442,none,none
1285,hsa00051,Fructose and mannose metabolism,SORD,1.028543532,0.546778369,none,Sord,3.532209503,5.42E-26,up,none
1286,hsa00051,Fructose and mannose metabolism,AKR1B1,2.27704477,1.62E-06,up,Akr1b3,-1.060660427,0.026296918,none,none
1287,hsa00051,Fructose and mannose metabolism,AKR1B10,-4.561780703,0.021461078,down,Akr1b8,5.605237809,1.23E-47,up,diff
1288,hsa00051,Fructose and mannose metabolism,ALDOC,0.239408509,0.741256698,none,Aldoc,-0.230340068,0.841075806,none,none
1289,hsa00051,Fructose and mannose metabolism,ALDOA,0.115900881,0.895055088,none,Aldoa,3.365743951,2.24E-21,up,none
1290,hsa00051,Fructose and mannose metabolism,ALDOB,-3.894244249,NA,NA,Aldob,-5.090188256,0.191735857,none,none
1291,hsa00051,Fructose and mannose metabolism,TPI1,4.618939635,2.12E-33,up,Tpi1,1.329485421,0.00197175,none,none
1292,hsa00601,Glycosphingolipid biosynthesis - lacto and neolacto series,B3GNT5,-1.107958999,0.276662594,none,B3gnt5,7.068389578,1.52E-20,up,none
1293,hsa00601,Glycosphingolipid biosynthesis - lacto and neolacto series,B3GALT1,3.223481145,NA,NA,B3galt1,-5.758121354,0.001636949,down,NA
1294,hsa00601,Glycosphingolipid biosynthesis - lacto and neolacto series,B3GALT2,-1.317284204,NA,none,B3galt2,3.04997418,1.21E-10,up,none
1295,hsa00601,Glycosphingolipid biosynthesis - lacto and neolacto series,B3GALT5,-3.767156433,NA,NA,B3galt5,-4.515570779,0.066155533,none,none
1296,hsa00601,Glycosphingolipid biosynthesis - lacto and neolacto series,FUT1,1.401184532,NA,none,Fut1,-5.259954446,0.123676291,none,none
1297,hsa00601,Glycosphingolipid biosynthesis - lacto and neolacto series,FUT2,-4.249696441,0.002388506,down,Fut2,-1.610349939,0.279352019,none,none
1298,hsa00601,Glycosphingolipid biosynthesis - lacto and neolacto series,ST3GAL3,-4.945283997,0.054287574,none,St3gal3,0.093276391,0.928872398,none,none
1299,hsa00601,Glycosphingolipid biosynthesis - lacto and neolacto series,ST3GAL4,-3.472795927,6.10E-09,down,St3gal4,8.719511983,1.16E-08,up,diff
1300,hsa00601,Glycosphingolipid biosynthesis - lacto and neolacto series,B4GALNT2,-4.085891829,0.054785409,none,B4galnt2,-4.949809628,5.13E-20,down,none
1301,hsa00601,Glycosphingolipid biosynthesis - lacto and neolacto series,ABO,0.132077716,0.971582172,none,Abo,1.913182514,0.048634452,up,none
1302,hsa00601,Glycosphingolipid biosynthesis - lacto and neolacto series,B4GALT1,-2.503343311,5.69E-08,down,B4galt1,2.441872985,1.14E-07,up,diff
1303,hsa00601,Glycosphingolipid biosynthesis - lacto and neolacto series,B4GALT2,0.847124087,0.266547567,none,B4galt2,-3.906602153,2.00E-07,down,none
1304,hsa00601,Glycosphingolipid biosynthesis - lacto and neolacto series,B4GALT3,-1.048596485,0.043004095,none,B4galt3,-0.009991322,0.986361222,none,none
1305,hsa00601,Glycosphingolipid biosynthesis - lacto and neolacto series,B4GALT4,0.448201392,0.393117907,none,B4galt4,-6.326761103,8.62E-20,down,none
1306,hsa00601,Glycosphingolipid biosynthesis - lacto and neolacto series,FUT9,-8.556096738,4.49E-07,down,Fut9,3.923477817,0.000200349,up,diff
1307,hsa00601,Glycosphingolipid biosynthesis - lacto and neolacto series,FUT4,-3.425490887,1.24E-10,down,Fut4,2.140495149,0.351441316,none,none
1308,hsa00601,Glycosphingolipid biosynthesis - lacto and neolacto series,FUT7,2.783453119,NA,NA,Fut7,-3.965446734,NA,NA,NA
1309,hsa00601,Glycosphingolipid biosynthesis - lacto and neolacto series,ST3GAL6,2.040495983,0.084294484,none,St3gal6,0.551737041,0.211802062,none,none
1310,hsa00601,Glycosphingolipid biosynthesis - lacto and neolacto series,ST8SIA1,-2.691667793,0.016112919,down,St8sia1,0.3878491,0.675769468,none,none
1311,hsa00601,Glycosphingolipid biosynthesis - lacto and neolacto series,A4GALT,0.634042246,0.230537963,none,A4galt,-1.015497832,0.008646949,none,none
1312,hsa00601,Glycosphingolipid biosynthesis - lacto and neolacto series,B3GALNT1,-4.296470541,5.22E-08,down,B3galnt1,2.306570066,1.69E-08,up,diff
1313,hsa00601,Glycosphingolipid biosynthesis - lacto and neolacto series,B3GNT2,-5.144788797,1.64E-35,down,B3gnt2,-5.700139517,1.67E-05,down,same
1314,hsa00601,Glycosphingolipid biosynthesis - lacto and neolacto series,B3GNT3,-5.46074529,0.104480002,none,B3gnt3,2.347135577,0.003301986,up,none
1315,hsa00601,Glycosphingolipid biosynthesis - lacto and neolacto series,GCNT2,5.315654223,1.77E-06,up,Gcnt2,-0.757269166,0.096515927,none,none
1316,hsa00980,Metabolism of xenobiotics by cytochrome P450,CYP1A1,7.536940268,0.000633483,up,Cyp1a1,-2.743092312,NA,NA,NA
1317,hsa00980,Metabolism of xenobiotics by cytochrome P450,CYP2C9,-1.329613668,0.744880597,none,Cyp2c66,-2.931549544,NA,NA,none
1318,hsa00980,Metabolism of xenobiotics by cytochrome P450,CYP2C9,-1.329613668,0.744880597,none,Cyp2c65,-3.241767847,NA,NA,none
1319,hsa00980,Metabolism of xenobiotics by cytochrome P450,CYP1B1,3.149458005,0.013512546,up,Cyp1b1,-8.531277397,5.36E-13,down,diff
1320,hsa00980,Metabolism of xenobiotics by cytochrome P450,GSTO2,1.151659275,0.445660584,none,Gsto2,-5.508894191,7.41E-10,down,none
1321,hsa00980,Metabolism of xenobiotics by cytochrome P450,GSTM4,4.491943732,0.023452315,up,Gstm4,6.198487988,0.000169744,up,same
1322,hsa00980,Metabolism of xenobiotics by cytochrome P450,GSTM3,-1.849770837,0.000823524,down,Gstm5,-4.596311143,1.52E-06,down,same
1323,hsa00980,Metabolism of xenobiotics by cytochrome P450,MGST1,1.225624984,0.160898734,none,Mgst1,-5.617827689,0.023937269,down,none
1324,hsa00980,Metabolism of xenobiotics by cytochrome P450,MGST3,2.462971322,1.88E-07,up,Mgst3,-4.303963364,1.12E-16,down,diff
1325,hsa00980,Metabolism of xenobiotics by cytochrome P450,GSTM1,-2.484531716,NA,NA,Gstm2,4.985511166,0.022680968,up,NA
1326,hsa00980,Metabolism of xenobiotics by cytochrome P450,GSTM5,-1.560880909,NA,NA,Gstm1,3.004304567,3.04E-06,up,NA
1327,hsa00980,Metabolism of xenobiotics by cytochrome P450,MGST2,-1.530945423,0.006972071,down,Mgst2,7.51233215,1.24E-10,up,diff
1328,hsa00980,Metabolism of xenobiotics by cytochrome P450,GSTM2,-5.499398998,0.093928612,none,Gstm7,2.899938642,0.139603029,none,none
1329,hsa00980,Metabolism of xenobiotics by cytochrome P450,GSTA3,1.20517124,0.387205985,none,Gsta3,2.158050412,0.052388437,none,none
1330,hsa00980,Metabolism of xenobiotics by cytochrome P450,GSTO1,4.90580439,5.37E-18,up,Gsto1,4.635442205,2.81E-30,up,same
1331,hsa00980,Metabolism of xenobiotics by cytochrome P450,GSTT2B,2.399079017,NA,NA,Gstt2,0.879111843,0.32622926,none,none
1332,hsa00980,Metabolism of xenobiotics by cytochrome P450,GSTP1,5.795487297,1.83E-51,up,Gstp1,2.882124918,6.37E-10,up,same
1333,hsa00980,Metabolism of xenobiotics by cytochrome P450,GSTP1,5.795487297,1.83E-51,up,Gstp2,3.420960728,6.83E-17,up,same
1334,hsa00980,Metabolism of xenobiotics by cytochrome P450,GSTK1,1.518132091,0.006761262,up,Gstk1,1.667544523,0.244203064,none,none
1335,hsa00980,Metabolism of xenobiotics by cytochrome P450,HPGDS,4.597844816,NA,NA,Hpgds,2.576039491,0.000335385,up,NA
1336,hsa00980,Metabolism of xenobiotics by cytochrome P450,EPHX1,-3.384578331,2.05E-06,down,Ephx1,5.022476857,2.44E-06,up,diff
1337,hsa00980,Metabolism of xenobiotics by cytochrome P450,SULT2A1,4.183516575,2.31E-09,up,Sult2a3,6.497834718,0.001541898,up,same
1338,hsa00980,Metabolism of xenobiotics by cytochrome P450,SULT2A1,4.183516575,2.31E-09,up,Sult2a4,-9.050418502,1.63E-13,down,diff
1339,hsa00980,Metabolism of xenobiotics by cytochrome P450,CYP2A6,-4.164151409,0.196576094,none,Cyp2a4,-7.268140116,0.000729659,down,none
1340,hsa00980,Metabolism of xenobiotics by cytochrome P450,CYP2A6,-4.164151409,0.196576094,none,Cyp2a5,0.306859264,0.944300178,none,none
1341,hsa00980,Metabolism of xenobiotics by cytochrome P450,CYP2A7,-3.951413863,NA,NA,Cyp2a4,-7.268140116,0.000729659,down,NA
1342,hsa00980,Metabolism of xenobiotics by cytochrome P450,CYP2A7,-3.951413863,NA,NA,Cyp2a5,0.306859264,0.944300178,none,none
1343,hsa00980,Metabolism of xenobiotics by cytochrome P450,CYP2F1,0.985245168,0.669607501,none,Cyp2f2,-4.820602571,3.40E-05,down,none
1344,hsa00980,Metabolism of xenobiotics by cytochrome P450,CYP2S1,0.772639112,0.172009542,none,Cyp2s1,4.729861753,3.03E-88,up,none
1345,hsa00980,Metabolism of xenobiotics by cytochrome P450,AKR1C1,4.103403955,NA,NA,Akr1c21,4.131913593,0.001983932,up,NA
1346,hsa00980,Metabolism of xenobiotics by cytochrome P450,DHDH,-1.276624723,0.348651923,none,Dhdh,-1.92480609,0.011293877,down,none
1347,hsa00270,Cysteine and methionine metabolism,CTH,12.5897948,2.77E-15,up,Cth,-0.616108771,0.007723167,none,none
1348,hsa00270,Cysteine and methionine metabolism,CBS,7.264490487,9.28E-08,up,Cbs,2.596555802,2.87E-12,up,same
1349,hsa00270,Cysteine and methionine metabolism,CBS,7.264490487,9.28E-08,up,Cbs,2.596555802,2.87E-12,up,same
1350,hsa00270,Cysteine and methionine metabolism,BHMT,2.581650896,0.000141398,up,Bhmt,6.679986397,3.48E-59,up,same
1351,hsa00270,Cysteine and methionine metabolism,BHMT2,-1.130039928,0.640528099,none,Bhmt2,0.731988237,0.410423082,none,none
1352,hsa00270,Cysteine and methionine metabolism,MTR,-1.012171978,0.105066294,none,Mtr,-0.85233948,0.002803466,none,none
1353,hsa00270,Cysteine and methionine metabolism,MAT2B,1.840856747,0.000170945,up,Mat2b,-4.115907634,5.22E-44,down,diff
1354,hsa00270,Cysteine and methionine metabolism,MAT1A,-5.000713662,0.004296132,down,Mat1a,-9.007043957,4.73E-12,down,same
1355,hsa00270,Cysteine and methionine metabolism,MAT2A,-0.60322071,0.222497977,none,Mat2a,0.114250273,0.724061938,none,none
1356,hsa00270,Cysteine and methionine metabolism,AMD1,-1.187086074,0.027591759,none,Amd1,-1.542208208,1.33E-14,down,none
1357,hsa00270,Cysteine and methionine metabolism,AMD1,-1.187086074,0.027591759,none,Amd2,-1.730699811,1.54E-08,down,none
1358,hsa00270,Cysteine and methionine metabolism,SRM,1.410528817,0.003264391,none,Srm,1.732274129,4.48E-08,up,none
1359,hsa00270,Cysteine and methionine metabolism,SMS,-0.009517904,0.987414353,none,Sms,-0.911320572,5.24E-05,none,none
1360,hsa00270,Cysteine and methionine metabolism,MTAP,3.67053042,4.38E-10,up,Mtap,0.510920054,0.162147051,none,none
1361,hsa00270,Cysteine and methionine metabolism,LACC1,-4.508620514,4.84E-11,down,Lacc1,6.391021042,4.61E-05,up,diff
1362,hsa00270,Cysteine and methionine metabolism,MRI1,3.399802496,0.010051524,up,Mri1,1.18518635,0.026364475,none,none
1363,hsa00270,Cysteine and methionine metabolism,APIP,4.651000186,1.75E-22,up,Apip,-1.068365024,0.00412803,none,none
1364,hsa00270,Cysteine and methionine metabolism,ENOPH1,2.530359809,9.49E-06,up,Enoph1,-0.403151835,0.266539178,none,none
1365,hsa00270,Cysteine and methionine metabolism,ADI1,4.790454213,4.10E-27,up,Adi1,1.146678799,0.000739364,none,none
1366,hsa00270,Cysteine and methionine metabolism,TAT,-5.165186109,0.04334381,down,Tat,7.026955373,2.61E-08,up,diff
1367,hsa00270,Cysteine and methionine metabolism,IL4I1,-1.15270922,0.60098565,none,Il4i1,0.99330289,0.748801173,none,none
1368,hsa00270,Cysteine and methionine metabolism,GNMT,-2.484531716,NA,NA,Gnmt,-2.380306255,0.15448605,none,none
1369,hsa00270,Cysteine and methionine metabolism,DNMT1,-5.261764812,2.02E-33,down,Dnmt1,-0.548325579,0.009096062,none,none
1370,hsa00270,Cysteine and methionine metabolism,DNMT3A,0.411057147,0.549698257,none,Dnmt3a,-1.288061251,4.54E-05,none,none
1371,hsa00270,Cysteine and methionine metabolism,DNMT3B,3.544658348,8.08E-17,up,Dnmt3b,1.868176701,6.18E-15,up,same
1372,hsa00270,Cysteine and methionine metabolism,AHCYL2,0.274686579,0.66651905,none,Ahcyl2,-0.012451081,0.976030833,none,none
1373,hsa00270,Cysteine and methionine metabolism,AHCYL1,3.721502511,8.48E-17,up,Ahcyl1,0.047558408,0.83986685,none,none
1374,hsa00270,Cysteine and methionine metabolism,AHCY,2.30753516,2.74E-08,up,Ahcy,6.693383719,2.82E-18,up,same
1375,hsa00270,Cysteine and methionine metabolism,BCAT2,-0.467651272,0.482445675,none,Bcat2,-0.315994064,0.590653532,none,none
1376,hsa00270,Cysteine and methionine metabolism,BCAT1,3.589545637,1.83E-18,up,Bcat1,2.169248422,3.27E-17,up,same
1377,hsa00270,Cysteine and methionine metabolism,AGXT2,-2.484531716,NA,NA,Agxt2,-3.139559838,NA,NA,NA
1378,hsa00270,Cysteine and methionine metabolism,GCLC,2.808600111,5.85E-07,up,Gclc,0.35209363,0.446041021,none,none
1379,hsa00270,Cysteine and methionine metabolism,GCLM,4.64770378,1.81E-13,up,Gclm,1.537277468,1.21E-08,up,same
1380,hsa00270,Cysteine and methionine metabolism,GSS,2.432047104,0.206971279,none,Gss,4.961543548,4.00E-73,up,none
1381,hsa00270,Cysteine and methionine metabolism,CDO1,6.081190389,9.87E-11,up,Cdo1,-6.101809664,5.41E-71,down,diff
1382,hsa00270,Cysteine and methionine metabolism,GOT1,1.955615888,0.000217975,up,Got1,2.763930207,3.21E-20,up,same
1383,hsa00270,Cysteine and methionine metabolism,GOT1L1,-2.895941812,NA,NA,Got1l1,3.719426773,1.90E-09,up,NA
1384,hsa00270,Cysteine and methionine metabolism,GOT2,3.457575494,1.15E-17,up,Got2,1.608084013,7.85E-06,up,same
1385,hsa00270,Cysteine and methionine metabolism,MPST,2.518590564,7.16E-07,up,Mpst,-0.609050303,0.37144946,none,none
1386,hsa00270,Cysteine and methionine metabolism,TST,2.681137492,0.00440573,up,Tst,5.792934107,1.54E-07,up,same
1387,hsa00270,Cysteine and methionine metabolism,LDHA,1.722591356,0.006156167,up,Ldha,-2.636764507,2.04E-08,down,diff
1388,hsa00270,Cysteine and methionine metabolism,LDHB,4.771566813,2.73E-29,up,Ldhb,-7.13705358,1.06E-07,down,diff
1389,hsa00270,Cysteine and methionine metabolism,LDHC,-4.380338479,5.84E-08,down,Ldhc,-5.047265081,8.66E-09,down,same
1390,hsa00270,Cysteine and methionine metabolism,MDH1,5.389091512,6.91E-42,up,Mdh1,2.649929994,1.30E-19,up,same
1391,hsa00270,Cysteine and methionine metabolism,MDH2,4.208503813,3.00E-27,up,Mdh2,1.751294178,4.62E-15,up,same
1392,hsa00270,Cysteine and methionine metabolism,SDS,-8.427295463,7.17E-06,down,Sds,-0.058713509,NA,none,none
1393,hsa00270,Cysteine and methionine metabolism,PHGDH,3.642589707,1.48E-06,up,Phgdh,2.090720843,2.23E-05,up,same
1394,hsa00270,Cysteine and methionine metabolism,PSAT1,5.601491951,0.007317323,up,Psat1,0.772255381,0.007094875,none,none
1395,hsa00052,Galactose metabolism,GALM,1.232416008,0.023592335,none,Galm,-2.312256797,3.67E-06,down,none
1396,hsa00052,Galactose metabolism,GALK1,4.406938926,7.96E-08,up,Galk1,4.821343031,3.78E-49,up,same
1397,hsa00052,Galactose metabolism,GALT,-0.239176646,0.878304501,none,Galt,1.542003383,5.93E-06,up,none
1398,hsa00052,Galactose metabolism,GALE,3.521990308,1.49E-12,up,Gale,0.040442536,0.958323353,none,none
1399,hsa00052,Galactose metabolism,UGP2,3.212084662,8.15E-16,up,Ugp2,1.456936834,4.65E-05,none,none
1400,hsa00052,Galactose metabolism,PGM1,2.661440347,1.76E-05,up,Pgm2,2.020515999,2.05E-07,up,same
1401,hsa00052,Galactose metabolism,PGM2,4.397619812,2.10E-24,up,Pgm1,2.823430887,5.98E-05,up,same
1402,hsa00052,Galactose metabolism,HK3,1.190043308,NA,none,Hk3,4.217356167,0.27342667,none,none
1403,hsa00052,Galactose metabolism,HK1,0.634342954,0.27847629,none,Hk1,0.264187904,0.532336933,none,none
1404,hsa00052,Galactose metabolism,HK2,-2.274393579,5.72E-08,down,Hk2,2.767863208,2.64E-12,up,diff
1405,hsa00052,Galactose metabolism,HKDC1,-3.031267537,NA,NA,Hkdc1,3.522106683,0.008199107,up,NA
1406,hsa00052,Galactose metabolism,GCK,-2.661492655,0.011345008,down,Gck,-3.782115688,0.022599626,down,same
1407,hsa00052,Galactose metabolism,G6PC2,-2.484531716,NA,NA,G6pc2,-6.830499425,1.41E-05,down,NA
1408,hsa00052,Galactose metabolism,G6PC3,3.364236265,1.28E-10,up,G6pc3,3.178411276,1.04E-06,up,same
1409,hsa00052,Galactose metabolism,GLB1,-0.848568468,0.1902707,none,Glb1,1.136395237,0.002881344,none,none
1410,hsa00052,Galactose metabolism,LCT,-0.862298339,NA,none,Lct,0.230769039,0.740702496,none,none
1411,hsa00052,Galactose metabolism,B4GALT1,-2.503343311,5.69E-08,down,B4galt1,2.441872985,1.14E-07,up,diff
1412,hsa00052,Galactose metabolism,B4GALT2,0.847124087,0.266547567,none,B4galt2,-3.906602153,2.00E-07,down,none
1413,hsa00052,Galactose metabolism,GLA,-0.451508322,0.367646504,none,Gla,0.439404655,0.157548183,none,none
1414,hsa00052,Galactose metabolism,AKR1B1,2.27704477,1.62E-06,up,Akr1b3,-1.060660427,0.026296918,none,none
1415,hsa00052,Galactose metabolism,AKR1B10,-4.561780703,0.021461078,down,Akr1b8,5.605237809,1.23E-47,up,diff
1416,hsa00052,Galactose metabolism,PFKM,0.394992603,0.665217804,none,Pfkm,0.012094612,0.991532056,none,none
1417,hsa00052,Galactose metabolism,PFKP,0.953242605,0.032933177,none,Pfkp,-1.622529397,0.031860153,down,none
1418,hsa00052,Galactose metabolism,PFKL,3.199926408,4.34E-08,up,Pfkl,-1.456037812,0.023733275,none,none
1419,hsa00052,Galactose metabolism,MGAM,-3.263775017,0.152787902,none,Mgam,-9.577935025,1.49E-15,down,none
1420,hsa00052,Galactose metabolism,GAA,-1.681106047,0.007500551,down,Gaa,4.131016379,2.08E-58,up,diff
1421,hsa00052,Galactose metabolism,GANC,-1.535393285,0.00696312,down,Ganc,-1.474469005,1.48E-05,none,none
1422,hsa00140,Steroid hormone biosynthesis,CYP17A1,-3.258816313,0.451386234,none,Cyp17a1,-1.703710259,0.433269013,none,none
1423,hsa00140,Steroid hormone biosynthesis,SULT2B1,-0.388791501,0.814483502,none,Sult2b1,-1.88428577,1.37E-05,down,none
1424,hsa00140,Steroid hormone biosynthesis,HSD3B1,8.175448476,1.14E-10,up,Hsd3b6,-5.542922895,0.089507609,none,none
1425,hsa00140,Steroid hormone biosynthesis,HSD3B2,-4.530642334,0.162387353,none,Hsd3b1,-4.124920411,NA,NA,none
1426,hsa00140,Steroid hormone biosynthesis,SRD5A1,2.795606083,0.000600915,up,Srd5a1,-1.691162678,0.006408996,down,diff
1427,hsa00140,Steroid hormone biosynthesis,SRD5A2,-6.347191574,0.029324442,down,Srd5a2,-4.407513669,0.177047969,none,none
1428,hsa00140,Steroid hormone biosynthesis,SRD5A3,3.198309568,NA,NA,Srd5a3,-2.933073596,1.11E-18,down,NA
1429,hsa00140,Steroid hormone biosynthesis,AKR1D1,-3.353812665,0.365605401,none,Akr1d1,2.27369369,NA,NA,none
1430,hsa00140,Steroid hormone biosynthesis,AKR1C4,-2.301931633,NA,NA,Akr1c6,-2.098437778,NA,NA,NA
1431,hsa00140,Steroid hormone biosynthesis,HSD11B1,-4.474926407,NA,NA,Hsd11b1,-3.782338351,NA,NA,NA
1432,hsa00140,Steroid hormone biosynthesis,HSD11B2,6.429337202,0.021736391,up,Hsd11b2,3.974222087,0.000421938,up,same
1433,hsa00140,Steroid hormone biosynthesis,AKR1C1,4.103403955,NA,NA,Akr1c21,4.131913593,0.001983932,up,NA
1434,hsa00140,Steroid hormone biosynthesis,CYP7B1,-3.020750946,0.141555454,none,Cyp7b1,-4.381630606,0.003427622,down,none
1435,hsa00140,Steroid hormone biosynthesis,HSD17B1,2.380817588,0.002113541,up,Hsd17b1,1.54303113,0.161007912,none,none
1436,hsa00140,Steroid hormone biosynthesis,HSD17B2,-0.439740752,NA,none,Hsd17b2,2.539565608,NA,NA,none
1437,hsa00140,Steroid hormone biosynthesis,HSD17B6,1.205894105,0.185544939,none,Hsd17b6,1.010329125,0.442069135,none,none
1438,hsa00140,Steroid hormone biosynthesis,HSD17B7,1.466652061,0.026040303,none,Hsd17b7,0.154675044,0.613469647,none,none
1439,hsa00140,Steroid hormone biosynthesis,HSD17B12,-0.323739595,0.624014864,none,Hsd17b12,1.440479923,0.00031822,none,none
1440,hsa00140,Steroid hormone biosynthesis,DHRS11,-0.160409478,0.824024358,none,Dhrs11,0.613151434,0.483190493,none,none
1441,hsa00140,Steroid hormone biosynthesis,CYP1A1,7.536940268,0.000633483,up,Cyp1a1,-2.743092312,NA,NA,NA
1442,hsa00140,Steroid hormone biosynthesis,CYP3A5,3.44711971,0.001065929,up,Cyp3a41b,-5.419862719,0.008851085,down,diff
1443,hsa00140,Steroid hormone biosynthesis,CYP3A7,-0.4565887,NA,none,Cyp3a13,-2.651822762,NA,NA,none
1444,hsa00140,Steroid hormone biosynthesis,CYP1B1,3.149458005,0.013512546,up,Cyp1b1,-8.531277397,5.36E-13,down,diff
1445,hsa00140,Steroid hormone biosynthesis,CYP19A1,3.35742553,2.93E-06,up,Cyp19a1,-8.794246951,1.25E-12,down,diff
1446,hsa00140,Steroid hormone biosynthesis,CYP7A1,-6.122108418,0.063337767,none,Cyp7a1,-6.868670564,7.70E-06,down,none
1447,hsa00140,Steroid hormone biosynthesis,HSD17B11,4.440195106,4.10E-07,up,Hsd17b11,7.392458004,2.29E-10,up,same
1448,hsa00140,Steroid hormone biosynthesis,COMT,-2.044300373,0.00850825,down,Comt,4.677283154,6.58E-13,up,diff
1449,hsa00140,Steroid hormone biosynthesis,LRTOMT,-3.634914396,0.125222723,none,Tomt,1.536794105,0.183110063,none,none
1450,hsa00564,Glycerophospholipid metabolism,GPD1L,-1.110253701,0.134664649,none,Gpd1l,-2.131098695,9.23E-18,down,none
1451,hsa00564,Glycerophospholipid metabolism,GPD1,-5.750796285,0.009193255,down,Gpd1,-2.867913474,0.029257109,down,same
1452,hsa00564,Glycerophospholipid metabolism,GPD2,-0.613564543,0.2231902,none,Gpd2,2.603406592,2.19E-33,up,none
1453,hsa00564,Glycerophospholipid metabolism,GPAM,-1.321799641,0.032326882,none,Gpam,1.829491961,0.005549002,up,none
1454,hsa00564,Glycerophospholipid metabolism,GPAT2,-0.039251561,0.989700088,none,Gpat2,2.745079287,0.000380244,up,none
1455,hsa00564,Glycerophospholipid metabolism,AGPAT1,-0.001280551,0.998952709,none,Agpat1,-1.562442771,2.08E-06,down,none
1456,hsa00564,Glycerophospholipid metabolism,AGPAT2,0.620136201,0.243491556,none,Agpat2,4.830353047,4.09E-54,up,none
1457,hsa00564,Glycerophospholipid metabolism,AGPAT3,-3.86478356,9.91E-05,down,Agpat3,0.344384918,0.496733653,none,none
